File_ID,Species,Run_Plate,UMAP1,UMAP2,UMAP3,Cluster,is_outlier,n_peaks,Cluster_Label,peak_id,mz_observed,intensity,snr,mz_theoretical,ppm_error,ptm_count,predicted_intensity,intensity_ratio,confidence_score,cluster_id,Confidence_Score,PPM_Error,mz,Centroid_F+16,Int_F+16,extraction_batch,spot,plate,century,period,PQI,PNI,COL3A1_Peaks,Fibre_Load,Dust_Load,Fetal_Markers,Gelatin_Correlation,Structure_Index,Predicted_d13C,Predicted_d15N,COL1A1_Corrected,COL1A2_Corrected,COL1A1_to_COL1A2_Ratio,Age_Confidence,Ratio_QC,Gelatin_Index,PNI_NonNP,PNI_NP,Total_Ion_Count,Hydroxylation_Ratio,Starch_Plant_Source,Starch_Confidence,Starch_Signal,eggs_signal,eggs_num_matches,milk_signal,milk_num_matches,starch_signal,starch_num_matches,Cluster_ID,Centroid_A,Int_A,Centroid_B1,Int_B1,Centroid_E,Int_E,Centroid_G,Int_G,Centroid_B2,Int_B2,Centroid_F-16,Int_F-16,Centroid_D,Int_D,Centroid_F,Int_F,Centroid_C,Int_C,filename,marker_id_helical,species,gene,ptm_type,match_type,isotope_cluster,notes,Extracted_SampleID,SampleType,Gene,Marker_ID,sample_id,collection,codex,folium,Species_Predicted,Age_Category,Gelatin_Score,Age_Class,Disulfide_Status,Hydroxylation_Status,Starch_Detected,eggs_detected,milk_detected,starch_detected,Spectrum_Image,Quality_Image
EXB IR4.txt,Unknown,,2.654671,0.5908984,-0.116945185,0,False,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/EXB IR4.txt_Spectrum.png,pipeline_output/report/2026_01_16/EXB IR4.txt_Quality.png
EXB IR5.txt,Unknown,,2.6945696,0.6621487,-0.19702125,0,False,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/EXB IR5.txt_Spectrum.png,pipeline_output/report/2026_01_16/EXB IR5.txt_Quality.png
J58.txt,Unknown,,1.9163963,0.4450943,-0.2086581,0,False,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/J58.txt_Spectrum.png,pipeline_output/report/2026_01_16/J58.txt_Quality.png
SENS 180.txt,Unknown,,1.9654098,0.7992598,-0.21529764,0,False,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/SENS 180.txt_Spectrum.png,pipeline_output/report/2026_01_16/SENS 180.txt_Quality.png
SENS J119.txt,Unknown,,2.025272,0.20429789,-0.05669203,0,False,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/SENS J119.txt_Spectrum.png,pipeline_output/report/2026_01_16/SENS J119.txt_Quality.png
SENS J23.txt,Unknown,,1.5554763,0.586805,-0.46930274,0,False,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/SENS J23.txt_Spectrum.png,pipeline_output/report/2026_01_16/SENS J23.txt_Quality.png
SENS J24.txt,Unknown,,2.1509135,0.65930325,-0.016277568,0,False,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/SENS J24.txt_Spectrum.png,pipeline_output/report/2026_01_16/SENS J24.txt_Quality.png
SENS J4.txt,Unknown,,1.6514271,0.5752718,-0.328461,0,False,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/SENS J4.txt_Spectrum.png,pipeline_output/report/2026_01_16/SENS J4.txt_Quality.png
SENS J59.txt,Unknown,,2.0970511,0.5656413,0.013209911,0,False,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/SENS J59.txt_Spectrum.png,pipeline_output/report/2026_01_16/SENS J59.txt_Quality.png
SENS J603.txt,Unknown,,0.37058067,-0.8228679,-1.6491411,4,False,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/SENS J603.txt_Spectrum.png,pipeline_output/report/2026_01_16/SENS J603.txt_Quality.png
SENS J8.txt,Unknown,,1.3777138,0.3336979,-0.6102965,0,False,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/SENS J8.txt_Spectrum.png,pipeline_output/report/2026_01_16/SENS J8.txt_Quality.png
Vat_ss_1.txt,Unknown,,-0.1809341,-0.59603417,-0.2604266,1,False,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_1.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_1.txt_Quality.png
Vat_ss_10.txt,Unknown,,0.28322768,0.5341459,-3.556241,5,False,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_10.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_10.txt_Quality.png
Vat_ss_100.txt,Unknown,,-0.52807045,1.7956178,-0.4835945,3,False,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_100.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_100.txt_Quality.png
Vat_ss_101.txt,Unknown,,0.85616064,0.83315784,-3.2792327,5,False,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_101.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_101.txt_Quality.png
Vat_ss_102.txt,Unknown,,0.037433017,-0.080571964,-2.6574707,5,False,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_102.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_102.txt_Quality.png
Vat_ss_103.txt,Unknown,,1.069647,1.2589945,0.68242323,0,False,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_103.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_103.txt_Quality.png
Vat_ss_104.txt,Unknown,,0.9401617,1.3460582,-3.3479373,-1,True,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_104.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_104.txt_Quality.png
Vat_ss_105.txt,Unknown,,1.038596,1.1997902,0.65856063,0,False,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_105.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_105.txt_Quality.png
Vat_ss_106.txt,Unknown,,1.3003675,1.3175024,0.7228163,0,False,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_106.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_106.txt_Quality.png
Vat_ss_107.txt,Unknown,,-1.566803,1.3677698,-0.45840526,3,False,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_107.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_107.txt_Quality.png
Vat_ss_108.txt,Unknown,,-0.93370414,1.721282,-0.0752808,3,False,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_108.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_108.txt_Quality.png
Vat_ss_109.txt,Unknown,,1.5209745,1.1742111,-0.08908202,0,False,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_109.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_109.txt_Quality.png
Vat_ss_11.txt,Unknown,,-0.3101963,0.6463776,-3.1537993,5,False,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_11.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_11.txt_Quality.png
Vat_ss_110.txt,Unknown,,1.8408388,1.174082,0.72053295,0,False,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_110.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_110.txt_Quality.png
Vat_ss_112.txt,Unknown,,1.6585252,1.3223461,-3.724253,5,False,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_112.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_112.txt_Quality.png
Vat_ss_113.txt,Unknown,,2.680677,1.2957648,0.6612399,0,False,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_113.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_113.txt_Quality.png
Vat_ss_114.txt,Unknown,,-0.6223761,1.7497412,0.16458225,3,False,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_114.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_114.txt_Quality.png
Vat_ss_115.txt,Unknown,,1.7255547,1.2161679,-3.686947,5,False,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_115.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_115.txt_Quality.png
Vat_ss_12.txt,Unknown,,0.5868098,0.93666947,-4.0195484,5,False,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_12.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_12.txt_Quality.png
Vat_ss_13.txt,Unknown,,1.7105032,1.3072401,-3.926608,5,False,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_13.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_13.txt_Quality.png
Vat_ss_14.txt,Unknown,,-0.25769067,0.9686915,-3.3267193,-1,True,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_14.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_14.txt_Quality.png
Vat_ss_15.txt,Unknown,,0.9011514,1.2337055,-3.701938,5,False,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_15.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_15.txt_Quality.png
Vat_ss_16.txt,Unknown,,-1.2720327,0.77307594,-2.246995,5,False,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_16.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_16.txt_Quality.png
Vat_ss_17.txt,Unknown,,1.5103,1.0278704,-3.814098,5,False,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_17.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_17.txt_Quality.png
Vat_ss_18.txt,Unknown,,-0.7341908,1.7850401,-0.098588265,3,False,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_18.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_18.txt_Quality.png
Vat_ss_19.txt,Unknown,,1.1897389,0.5735253,-3.5641892,5,False,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_19.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_19.txt_Quality.png
Vat_ss_2.txt,Unknown,,-0.54701,1.5692704,0.003882676,3,False,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_2.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_2.txt_Quality.png
Vat_ss_20.txt,Unknown,,0.62061954,0.63533485,-4.0433874,5,False,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_20.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_20.txt_Quality.png
Vat_ss_21.txt,Unknown,,-0.9578417,0.78164744,-2.4722664,5,False,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_21.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_21.txt_Quality.png
Vat_ss_22.txt,Unknown,,-0.81074286,1.4463041,-0.49050832,3,False,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_22.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_22.txt_Quality.png
Vat_ss_23.txt,Unknown,,-0.7036363,1.1712133,-1.4129937,3,False,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_23.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_23.txt_Quality.png
Vat_ss_24.txt,Unknown,,0.28686064,-0.051621884,-2.4260433,-1,True,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_24.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_24.txt_Quality.png
Vat_ss_25.txt,Unknown,,-1.0399114,1.5296719,-0.29145017,3,False,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_25.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_25.txt_Quality.png
Vat_ss_26.txt,Unknown,,0.09098662,0.26489404,-3.2740993,5,False,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_26.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_26.txt_Quality.png
Vat_ss_27.txt,Unknown,,-0.15801927,-0.19644026,-2.6355913,5,False,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_27.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_27.txt_Quality.png
Vat_ss_28.txt,Unknown,,1.1987871,0.9360082,-3.8080924,5,False,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_28.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_28.txt_Quality.png
Vat_ss_29.txt,Unknown,,0.15737545,-0.74529123,-0.8573386,-1,True,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_29.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_29.txt_Quality.png
Vat_ss_3.txt,Unknown,,-1.2540044,1.4954348,-0.33692423,3,False,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_3.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_3.txt_Quality.png
Vat_ss_30.txt,Unknown,,0.3067509,-0.55120206,-0.502855,1,False,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_30.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_30.txt_Quality.png
Vat_ss_31.txt,Unknown,,-0.7173919,1.5144315,-1.0487101,3,False,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_31.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_31.txt_Quality.png
Vat_ss_32.txt,Unknown,,-0.33799538,0.030394837,-2.9434614,5,False,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_32.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_32.txt_Quality.png
Vat_ss_33.txt,Unknown,,-1.2787127,-1.021587,-1.9229972,4,False,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_33.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_33.txt_Quality.png
Vat_ss_34.txt,Unknown,,-1.6436825,0.5102629,-1.483217,2,False,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_34.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_34.txt_Quality.png
Vat_ss_35.txt,Unknown,,-0.7673389,1.0376511,-2.7232144,5,False,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_35.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_35.txt_Quality.png
Vat_ss_36.txt,Unknown,,1.3188694,0.49204555,-2.5739262,-1,True,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_36.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_36.txt_Quality.png
Vat_ss_37.txt,Unknown,,1.1462958,0.19522938,-1.833695,-1,True,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_37.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_37.txt_Quality.png
Vat_ss_38.txt,Unknown,,-0.71068907,0.6771742,-2.856368,5,False,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pipeline_output/report/2026_01_16/Vat_ss_38.txt_Spectrum.png,pipeline_output/report/2026_01_16/Vat_ss_38.txt_Quality.png
